CAMPUS	CAD_GAP	CAD_MATH	CAD_POST	CAD_PROGRESS	CAD_READ	CAD_SCIE	CAD_SOCI	CAMPNAME	CFLAEATYPE	CFLAEC	CFLALTED	CFLCHART	CFLDAEP	CFLEEK	CFLJJ	CFLNEWCAMP	CFLPAIR	CFLPAIRD	CFLPAIRO	CFLRTF	CI1	CI1_CUT	CI1_MAXPTS	CI1_MET	CI1_TOTPTS	CI2	CI2_CUT	CI2_MAXPTS	CI2_MET	CI2_TOTPTS	CI3	CI3_CUT	CI3_MAXPTS	CI3_MET	CI3_TOTPTS	CI4	CI4_CUT	CI4_GRD_WGT	CI4_MET	CI4_PSG_WGT	CI4_RHS_WGT	CI4_STR_WGT	CNTYNAME	COUNTY	CPEMALLC	CPEMALLP	CPEMALLT	CPETALLC	CPETECHC	CPETECHP	CPETECOC	CPETECOP	CPETLEPC	CPETLEPP	CPETSPEC	CPETSPEP	C_RATING	C_UPDATE	C_YRS_IR	DISTNAME	DISTRICT	GRDHIGH	GRDLOW	GRDSPAN	GRDTYPE	PAIRCAMP	PAIRNAME	REGION	REGNNAME
003905102	 	 	 	 	 	 	 	DIBOLL PRI	 	N	N	N	N	Y	N	N	Y	N	N	N	.	.	.	P	.	.	.	0	P	.	.	.	0	P	.	.	.	.	P	.	.	.	ANGELINA	003	.	.	.	189	.	.	157	83.1	45	23.8	12	6.3	M	 	.	DIBOLL ISD	003905	PK	PK	PK - PK	E	003905101	H G TEMPLE EL	07	REGION 07: KILGORE
003905103	0	0	0	0	0	0	 	H G TEMPLE INT	 	N	N	N	N	N	N	N	N	N	N	N	73	60	1072	Y	781	41	32	1200	Y	494	36	28	2000	Y	712	28	12	.	Y	.	.	27.5	ANGELINA	003	47	10.9	431	419	.	.	234	55.8	96	22.9	55	13.1	M	 	.	DIBOLL ISD	003905	06	04	04 - 06	E	 	 	07	REGION 07: KILGORE
003906001	0	0	0	0	0	0	0	ZAVALLA H S	 	N	N	N	N	N	N	N	N	N	N	N	60	60	417	Y	251	34	17	600	Y	201	26	30	1000	N	257	69	60	24.4	Y	16.9	21.9	6.1	ANGELINA	003	36	15.3	236	203	.	.	117	57.6	1	0.5	38	18.7	I	0	1	ZAVALLA ISD	003906	12	06	06 - 12	B	 	 	07	REGION 07: KILGORE
003906004	 	 	 	 	 	 	 	STUBBLEFIELD LRN CTR	AEC OF CHOICE - DRS	Y	Y	N	N	N	N	N	N	N	N	N	.	35	2	Z	0	.	8	0	Z	.	.	13	0	Z	.	.	.	.	Z	.	.	.	ANGELINA	003	0	0	1	2	.	.	0	0	0	0	0	0	Z	 	.	ZAVALLA ISD	003906	12	11	11 - 12	S	 	 	07	REGION 07: KILGORE
003906101	0	0	0	0	0	0	 	ZAVALLA EL	 	N	N	N	N	N	N	N	N	N	N	N	64	60	198	Y	127	24	32	400	N	97	30	28	800	Y	236	27	12	.	Y	.	.	27	ANGELINA	003	39	23.5	166	181	.	.	117	64.6	0	0	17	9.4	M	 	.	ZAVALLA ISD	003906	05	PK	PK - 05	E	 	 	07	REGION 07: KILGORE
003907001	0	0	0	0	1	1	0	CENTRAL H S	 	N	N	N	N	N	N	N	N	N	N	N	72	60	594	Y	427	23	17	600	Y	135	44	30	800	Y	351	81	60	24.3	Y	24.7	20.6	11.8	ANGELINA	003	72	14.1	510	445	.	.	208	46.7	2	0.4	63	14.2	M	 	.	CENTRAL ISD	003907	12	09	09 - 12	S	 	 	07	REGION 07: KILGORE
003907004	 	 	 	 	 	 	 	STUBBLEFIELD LRN CTR	AEC OF CHOICE - DRS	Y	Y	N	N	N	N	N	N	N	N	N	.	35	7	Z	2	.	8	0	Z	.	.	13	0	Z	.	100	33	75	Z	.	.	6.8	ANGELINA	003	21	100	21	7	.	.	2	28.6	0	0	0	0	Z	 	.	CENTRAL ISD	003907	12	10	10 - 12	S	 	 	07	REGION 07: KILGORE
003907041	0	0	0	1	0	0	0	CENTRAL J H	 	N	N	N	N	N	N	N	N	N	N	N	75	60	1226	Y	916	44	30	1000	Y	438	37	26	1800	Y	671	37	13	.	Y	.	.	36.7	ANGELINA	003	67	13.4	500	437	.	.	252	57.7	15	3.4	43	9.8	M	 	.	CENTRAL ISD	003907	08	05	05 - 08	M	 	 	07	REGION 07: KILGORE
003907102	0	0	0	0	1	 	 	CENTRAL EL	 	N	N	N	N	N	N	N	N	N	N	N	75	60	519	Y	391	33	32	800	Y	264	40	28	1200	Y	481	40	12	.	Y	.	.	40.3	ANGELINA	003	74	14.4	514	637	.	.	402	63.1	45	7.1	60	9.4	M	 	.	CENTRAL ISD	003907	04	EE	EE - 04	E	 	 	07	REGION 07: KILGORE
004901001	0	0	0	1	0	0	1	ROCKPORT-FULTON H S	 	N	N	N	N	N	N	N	N	N	N	N	75	60	1639	Y	1231	30	17	800	Y	239	42	30	1600	Y	678	78	60	23.6	Y	19.7	21.3	12.9	ARANSAS	004	193	17.6	1096	987	.	.	448	45.4	20	2	86	8.7	M	 	.	ARANSAS COUNTY ISD	004901	12	09	09 - 12	S	 	 	02	REGION 02: CORPUS CHRISTI
004901041	0	0	0	0	0	0	0	ROCKPORT-FULTON MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	69	60	2096	Y	1437	34	30	1600	Y	548	34	26	2000	Y	689	32	13	.	Y	.	.	31.7	ARANSAS	004	134	15.8	848	777	.	.	437	56.2	32	4.1	90	11.6	M	 	.	ARANSAS COUNTY ISD	004901	08	06	06 - 08	M	 	 	02	REGION 02: CORPUS CHRISTI
004901101	0	0	0	0	0	0	 	FULTON 4-5 LEARNING CENTER	 	N	N	N	N	N	N	N	N	N	N	N	69	60	1361	Y	939	47	32	1000	Y	471	35	28	1600	Y	562	36	12	.	Y	.	.	36.3	ARANSAS	004	100	17.2	582	492	.	.	281	57.1	21	4.3	62	12.6	M	 	.	ARANSAS COUNTY ISD	004901	05	04	04 - 05	E	 	 	02	REGION 02: CORPUS CHRISTI
004901102	 	 	 	 	 	 	 	LITTLE BAY PRI	 	N	N	N	N	Y	N	N	Y	N	N	N	.	.	.	P	.	.	.	0	P	.	.	.	0	P	.	.	.	.	P	.	.	.	ARANSAS	004	.	.	.	343	.	.	236	68.8	23	6.7	24	7	I	 	1	ARANSAS COUNTY ISD	004901	KG	EE	EE - KG	E	004901103	LIVE OAK 1-3 LEARNING CENTER	02	REGION 02: CORPUS CHRISTI
004901103	0	0	0	0	0	 	 	LIVE OAK 1-3 LEARNING CENTER	 	N	N	N	N	N	N	N	N	N	Y	N	56	60	497	N	280	12	32	600	N	74	29	28	800	Y	234	20	12	.	Y	.	.	20.3	ARANSAS	004	183	21.1	868	788	.	.	493	62.6	52	6.6	78	9.9	I	 	1	ARANSAS COUNTY ISD	004901	03	01	01 - 03	E	 	 	02	REGION 02: CORPUS CHRISTI
005901001	0	0	0	1	1	0	0	ARCHER CITY H S	 	N	N	N	N	N	N	N	N	N	N	N	84	60	431	Y	363	43	17	800	Y	343	39	30	1000	Y	389	82	60	25	Y	19.4	21.5	15.9	ARCHER	005	27	12	225	230	0	0	63	27.4	1	0.4	28	12.2	M	 	.	ARCHER CITY ISD	005901	12	07	07 - 12	S	 	 	09	REGION 09: WICHITA FALLS
005901101	0	1	1	1	0	1	 	ARCHER CITY EL	 	N	N	N	N	N	N	N	N	N	N	N	81	60	324	Y	263	45	32	400	Y	178	43	28	800	Y	344	48	12	.	Y	.	.	48	ARCHER	005	26	12.5	208	252	0	0	131	52	3	1.2	30	11.9	M	 	.	ARCHER CITY ISD	005901	06	PK	PK - 06	E	 	 	09	REGION 09: WICHITA FALLS
005902001	0	0	1	0	1	1	0	HOLLIDAY H S	 	N	N	N	N	N	N	N	N	N	N	N	88	60	394	Y	347	37	17	400	Y	149	44	30	800	Y	355	87	60	25	Y	20.9	24.3	16.4	ARCHER	005	21	7.1	295	303	0	0	57	18.8	0	0	27	8.9	M	 	.	HOLLIDAY ISD	005902	12	09	09 - 12	S	 	 	09	REGION 09: WICHITA FALLS
005902041	0	0	0	0	1	0	0	HOLLIDAY MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	86	60	666	Y	571	41	30	800	Y	331	35	26	1000	Y	348	57	13	.	Y	.	.	57	ARCHER	005	19	7.8	244	230	0	0	46	20	0	0	15	6.5	M	 	.	HOLLIDAY ISD	005902	08	06	06 - 08	M	 	 	09	REGION 09: WICHITA FALLS
005902101	0	0	0	0	0	0	 	HOLLIDAY EL	 	N	N	N	N	N	N	N	N	N	N	N	90	60	564	Y	506	44	32	600	Y	264	50	28	800	Y	399	49	12	.	Y	.	.	49	ARCHER	005	37	9.9	375	425	.	.	123	28.9	4	0.9	39	9.2	M	 	.	HOLLIDAY ISD	005902	05	EE	EE - 05	E	 	 	09	REGION 09: WICHITA FALLS
005904001	0	0	0	0	0	0	0	WINDTHORST H S	 	N	N	N	N	N	N	N	N	N	N	N	86	60	183	Y	157	36	17	400	Y	143	50	30	800	Y	403	89	60	25	Y	24.2	22.5	16.9	ARCHER	005	3	1.8	170	154	0	0	55	35.7	0	0	12	7.8	M	 	.	WINDTHORST ISD	005904	12	09	09 - 12	S	 	 	09	REGION 09: WICHITA FALLS
005904041	1	1	1	0	0	1	1	WINDTHORST JH	 	N	N	N	N	N	N	N	N	N	N	N	87	60	260	Y	226	39	30	600	Y	236	44	26	1000	Y	438	54	13	.	Y	.	.	54	ARCHER	005	4	4.2	95	91	0	0	41	45.1	1	1.1	9	9.9	M	 	.	WINDTHORST ISD	005904	08	06	06 - 08	M	 	 	09	REGION 09: WICHITA FALLS
005904101	1	0	0	0	0	0	 	WINDTHORST EL	 	N	N	N	N	N	N	N	N	N	N	N	88	60	240	Y	212	39	32	600	Y	235	52	28	800	Y	412	46	12	.	Y	.	.	45.5	ARCHER	005	9	6	151	191	.	.	84	44	26	13.6	14	7.3	M	 	.	WINDTHORST ISD	005904	05	PK	PK - 05	E	 	 	09	REGION 09: WICHITA FALLS
006902001	0	0	1	0	0	0	0	CLAUDE H S	 	N	N	N	N	N	N	N	N	N	N	N	76	60	335	Y	256	30	17	400	Y	121	38	30	1000	Y	383	78	60	25	Y	18.1	24.2	10.8	ARMSTRONG	006	16	8.2	195	172	0	0	75	43.6	3	1.7	23	13.4	M	 	.	CLAUDE ISD	006902	12	06	06 - 12	B	 	 	16	REGION 16: AMARILLO
006902101	1	0	1	1	1	1	 	CLAUDE EL	 	N	N	N	N	N	N	N	N	N	N	N	88	60	185	Y	162	54	32	400	Y	214	48	28	800	Y	383	49	12	.	Y	.	.	48.5	ARMSTRONG	006	15	11.5	130	163	.	.	97	59.5	3	1.8	17	10.4	M	 	.	CLAUDE ISD	006902	05	PK	PK - 05	E	 	 	16	REGION 16: AMARILLO
007901001	0	0	0	0	0	0	0	CHARLOTTE H S	 	N	N	N	N	N	N	N	N	N	N	N	64	60	267	Y	171	19	17	400	Y	77	39	30	800	Y	310	71	60	24	Y	17.2	22	7.6	ATASCOSA	007	27	16.6	163	158	.	.	115	72.8	4	2.5	23	14.6	M	 	.	CHARLOTTE ISD	007901	12	09	09 - 12	S	 	 	20	REGION 20: SAN ANTONIO
007901003	 	 	 	 	 	 	 	DISTRICT REASSIGNMENT & OPPORTUNIT	 	N	N	N	Y	N	N	Y	N	N	N	N	.	60	.	X	.	.	17	0	X	.	.	30	0	X	.	.	.	.	X	.	.	.	ATASCOSA	007	8	100	8	3	.	.	3	100	0	0	0	0	X	 	.	CHARLOTTE ISD	007901	12	09	09 - 12	S	 	 	20	REGION 20: SAN ANTONIO
007901041	0	1	1	1	1	0	1	CHARLOTTE MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	74	60	398	Y	293	38	30	600	Y	228	36	26	1000	Y	356	41	13	.	Y	.	.	41	ATASCOSA	007	32	18.6	172	141	.	.	106	75.2	11	7.8	19	13.5	M	 	.	CHARLOTTE ISD	007901	08	05	05 - 08	M	 	 	20	REGION 20: SAN ANTONIO
007901101	0	1	0	1	0	 	 	CHARLOTTE EL	 	N	N	N	N	N	N	N	N	N	N	N	65	60	159	Y	103	48	32	400	Y	191	30	28	600	Y	178	23	12	.	Y	.	.	22.5	ATASCOSA	007	28	17.8	157	196	.	.	150	76.5	16	8.2	17	8.7	M	 	.	CHARLOTTE ISD	007901	04	PK	PK - 04	E	 	 	20	REGION 20: SAN ANTONIO
007902001	0	0	0	0	0	1	1	JOURDANTON H S	 	N	N	N	N	N	N	N	N	N	N	N	75	60	723	Y	542	28	17	600	Y	165	42	30	1600	Y	671	79	60	23.7	Y	21.2	20.4	14.1	ATASCOSA	007	71	14.2	500	470	0	0	229	48.7	5	1.1	30	6.4	M	 	.	JOURDANTON ISD	007902	12	09	09 - 12	S	 	 	20	REGION 20: SAN ANTONIO
007902005	 	 	 	 	 	 	 	ATASCOSA COUNTY JUVENILE JUSTICE C	 	N	N	N	N	N	N	N	N	N	N	N	.	60	1	Z	0	.	17	0	Z	.	.	30	0	Z	.	.	.	.	Z	.	.	.	ATASCOSA	007	70	98.6	71	4	0	0	0	0	0	0	0	0	Z	 	.	JOURDANTON ISD	007902	12	09	09 - 12	S	 	 	20	REGION 20: SAN ANTONIO
007902006	 	 	 	 	 	 	 	JOURDANTON DAEP	 	N	N	N	Y	N	N	N	N	N	N	N	.	60	.	X	.	.	17	0	X	.	.	30	0	X	.	.	.	.	X	.	.	.	ATASCOSA	007	23	100	23	4	0	0	4	100	0	0	1	25	X	 	.	JOURDANTON ISD	007902	10	07	07 - 10	S	 	 	20	REGION 20: SAN ANTONIO
007902041	1	1	1	1	0	1	0	JOURDANTON J H	 	N	N	N	N	N	N	N	N	N	N	N	79	60	953	Y	751	41	30	800	Y	328	41	26	2000	Y	819	48	13	.	Y	.	.	47.7	ATASCOSA	007	42	11	383	324	0	0	175	54	3	0.9	37	11.4	M	 	.	JOURDANTON ISD	007902	08	06	06 - 08	M	 	 	20	REGION 20: SAN ANTONIO
007902101	0	0	0	0	0	1	 	JOURDANTON EL	 	N	N	N	N	N	N	N	N	N	N	N	72	60	916	Y	662	37	32	800	Y	297	38	28	1600	Y	611	41	12	.	Y	.	.	40.7	ATASCOSA	007	84	12.9	650	773	.	.	449	58.1	24	3.1	65	8.4	M	 	.	JOURDANTON ISD	007902	05	EE	EE - 05	E	 	 	20	REGION 20: SAN ANTONIO
007904001	0	0	1	0	0	1	0	LYTLE H S	 	N	N	N	N	N	N	N	N	N	N	N	62	60	619	Y	382	22	17	600	Y	132	33	30	800	Y	266	80	60	24.3	Y	24.4	23.3	8.1	ATASCOSA	007	82	15.6	526	428	0	0	297	69.4	25	5.8	30	7	M	 	.	LYTLE ISD	007904	12	09	09 - 12	S	 	 	20	REGION 20: SAN ANTONIO
007904002	 	 	 	 	 	 	 	LYTLE DAEP	 	N	N	N	Y	N	N	N	N	N	N	N	.	60	.	X	.	.	17	0	X	.	.	30	0	X	.	.	.	.	X	.	.	.	ATASCOSA	007	26	100	26	4	0	0	3	75	0	0	0	0	X	 	.	LYTLE ISD	007904	12	07	07 - 12	S	 	 	20	REGION 20: SAN ANTONIO
007904003	 	 	 	 	 	 	 	JJAEP	 	N	N	N	N	N	Y	Y	N	N	N	N	.	60	.	X	.	.	30	0	X	.	.	26	0	X	.	.	.	.	X	.	.	.	ATASCOSA	007	3	75	4	1	0	0	0	0	0	0	0	0	X	 	.	LYTLE ISD	007904	08	08	08 - 08	M	 	 	20	REGION 20: SAN ANTONIO
007904041	0	0	0	0	0	1	0	LYTLE J H	 	N	N	N	N	N	N	N	N	N	N	N	58	60	1086	N	625	32	30	1000	Y	321	29	26	2000	Y	579	26	13	.	Y	.	.	25.7	ATASCOSA	007	64	15.6	411	376	0	0	270	71.8	37	9.8	22	5.9	M	 	.	LYTLE ISD	007904	08	06	06 - 08	M	 	 	20	REGION 20: SAN ANTONIO
007904101	0	0	0	0	0	0	 	LYTLE EL	 	N	N	N	N	N	N	N	N	N	Y	N	62	60	958	Y	593	40	32	1000	Y	402	31	28	1600	Y	494	26	12	.	Y	.	.	25.7	ATASCOSA	007	96	17.1	560	500	.	.	356	71.2	65	13	44	8.8	M	 	.	LYTLE ISD	007904	05	02	02 - 05	E	 	 	20	REGION 20: SAN ANTONIO
007904103	 	 	 	 	 	 	 	LYTLE PRIMARY SCHOOL	 	N	N	N	N	N	N	N	Y	N	N	N	.	.	.	P	.	.	.	0	P	.	.	.	0	P	.	.	.	.	P	.	.	.	ATASCOSA	007	27	18.5	146	289	.	.	215	74.4	39	13.5	24	8.3	M	 	.	LYTLE ISD	007904	01	EE	EE - 01	E	007904101	LYTLE EL	20	REGION 20: SAN ANTONIO
007905001	0	0	0	0	0	0	0	PLEASANTON H S	 	N	N	N	N	N	N	N	N	N	N	N	71	60	1479	Y	1051	22	17	800	Y	177	40	30	1600	Y	640	80	60	24.7	Y	20	21.3	13.5	ATASCOSA	007	131	12.8	1022	969	0	0	454	46.9	16	1.7	74	7.6	M	 	.	PLEASANTON ISD	007905	12	09	09 - 12	S	 	 	20	REGION 20: SAN ANTONIO
007905005	 	 	 	 	 	 	 	PLEASANTON ISD SCHOOL OF CHOICE	AEC OF CHOICE - DRS	Y	Y	N	N	N	N	N	N	N	N	N	.	35	3	Z	0	.	8	0	Z	.	.	13	0	Z	.	100	45	100	Z	.	.	.	ATASCOSA	007	29	96.7	30	5	0	0	2	40	0	0	0	0	Z	 	.	PLEASANTON ISD	007905	12	11	11 - 12	S	 	 	20	REGION 20: SAN ANTONIO
007905041	0	0	0	0	0	1	0	PLEASANTON J H	 	N	N	N	N	N	N	N	N	N	N	N	69	60	1673	Y	1159	40	30	800	Y	320	35	26	2000	Y	704	40	13	.	Y	.	.	40.3	ATASCOSA	007	85	15.2	558	518	0	0	289	55.8	5	1	41	7.9	M	 	.	PLEASANTON ISD	007905	08	07	07 - 08	M	 	 	20	REGION 20: SAN ANTONIO
007905103	0	0	0	0	0	 	 	PLEASANTON EL	 	N	N	N	N	N	N	N	N	N	Y	N	55	60	1247	N	683	29	32	1000	N	285	28	28	1200	Y	334	26	12	.	Y	.	.	25.7	ATASCOSA	007	117	13.9	840	832	.	.	491	59	39	4.7	71	8.5	I	 	1	PLEASANTON ISD	007905	04	02	02 - 04	E	 	 	20	REGION 20: SAN ANTONIO
007905104	0	0	0	0	0	0	 	PLEASANTON INT	 	N	N	N	N	N	N	N	N	N	N	N	68	60	1155	Y	781	36	30	1000	Y	361	34	26	1200	Y	402	30	13	.	Y	.	.	29.7	ATASCOSA	007	70	12.3	568	494	0	0	290	58.7	20	4	56	11.3	M	 	.	PLEASANTON ISD	007905	06	05	05 - 06	M	 	 	20	REGION 20: SAN ANTONIO
007905105	 	 	 	 	 	 	 	PLEASANTON PRI	 	N	N	N	N	N	N	N	Y	N	N	N	.	.	.	P	.	.	.	0	P	.	.	.	0	P	.	.	.	.	P	.	.	.	ATASCOSA	007	55	16.5	333	658	.	.	429	65.2	34	5.2	49	7.4	I	 	1	PLEASANTON ISD	007905	01	EE	EE - 01	E	007905103	PLEASANTON EL	20	REGION 20: SAN ANTONIO
007906001	0	0	0	0	0	1	0	POTEET H S	 	N	N	N	N	N	N	N	N	N	N	N	66	60	880	Y	580	25	17	600	Y	148	34	30	800	Y	271	77	60	24.5	Y	19.3	23	10.2	ATASCOSA	007	84	15.6	538	502	46	9.2	351	69.9	11	2.2	53	10.6	M	 	.	POTEET ISD	007906	12	09	09 - 12	S	 	 	20	REGION 20: SAN ANTONIO
007906003	 	 	 	 	 	 	 	ATASCOSA CO JUVENILE UNIT	 	N	N	N	N	N	Y	Y	N	N	N	N	.	60	0	X	0	.	30	0	X	.	.	26	0	X	.	.	.	.	X	.	.	.	ATASCOSA	007	1	100	1	1	0	0	1	100	0	0	0	0	X	 	.	POTEET ISD	007906	08	08	08 - 08	M	 	 	20	REGION 20: SAN ANTONIO
007906041	0	0	0	0	0	0	0	POTEET J H	 	N	N	N	N	N	N	N	N	N	N	N	67	60	1098	Y	738	35	30	800	Y	283	35	26	2000	Y	707	30	13	.	Y	.	.	30	ATASCOSA	007	62	14.8	419	386	0	0	280	72.5	13	3.4	40	10.4	M	 	.	POTEET ISD	007906	08	06	06 - 08	M	 	 	20	REGION 20: SAN ANTONIO
007906101	0	0	0	0	0	 	 	POTEET EL	 	N	N	N	N	N	N	N	N	N	N	N	68	60	240	Y	162	41	32	200	Y	82	40	28	400	Y	159	29	12	.	Y	.	.	28.5	ATASCOSA	007	93	20.4	457	601	.	.	494	82.2	46	7.7	30	5	M	 	.	POTEET ISD	007906	03	EE	EE - 03	E	 	 	20	REGION 20: SAN ANTONIO
007906102	0	0	0	0	0	1	 	POTEET INT	 	N	N	N	N	N	N	N	N	N	N	N	63	60	776	Y	490	44	32	1000	Y	443	35	28	1600	Y	566	33	12	.	Y	.	.	33.3	ATASCOSA	007	45	15	300	278	.	.	226	81.3	15	5.4	23	8.3	M	 	.	POTEET ISD	007906	05	04	04 - 05	E	 	 	20	REGION 20: SAN ANTONIO
008901001	0	1	0	0	1	1	0	BELLVILLE H S	 	N	N	N	N	N	N	N	N	N	N	N	77	60	1013	Y	781	26	17	800	Y	211	41	30	1600	Y	654	83	60	24.6	Y	22	22.8	13.1	AUSTIN	008	59	8.6	685	697	0	0	275	39.5	20	2.9	57	8.2	M	 	.	BELLVILLE ISD	008901	12	09	09 - 12	S	 	 	06	REGION 06: HUNTSVILLE
008901041	0	1	0	0	0	0	0	BELLVILLE J H	 	N	N	N	N	N	N	N	N	N	N	N	77	60	1591	Y	1221	37	30	1400	Y	515	37	26	2400	Y	880	33	13	.	Y	.	.	32.8	AUSTIN	008	36	6.5	552	535	0	0	264	49.3	38	7.1	50	9.3	M	 	.	BELLVILLE ISD	008901	08	06	06 - 08	M	 	 	06	REGION 06: HUNTSVILLE
008901101	0	0	0	0	0	 	 	O'BRYANT PRI	 	N	N	N	N	N	N	N	N	N	N	N	79	60	262	Y	206	38	32	200	Y	75	42	28	800	Y	336	44	12	.	Y	.	.	43.7	AUSTIN	008	39	8.9	437	582	.	.	325	55.8	97	16.7	68	11.7	M	 	.	BELLVILLE ISD	008901	03	EE	EE - 03	E	 	 	06	REGION 06: HUNTSVILLE
008901102	0	0	0	0	1	0	 	O'BRYANT INT	 	N	N	N	N	N	N	N	N	N	N	N	73	60	771	Y	565	40	32	1200	Y	485	35	28	1600	Y	565	31	12	.	Y	.	.	31.3	AUSTIN	008	25	8.7	286	263	.	.	133	50.6	30	11.4	24	9.1	M	 	.	BELLVILLE ISD	008901	05	04	04 - 05	E	 	 	06	REGION 06: HUNTSVILLE
008901105	0	0	0	1	0	0	 	WEST END EL	 	N	N	N	N	N	N	N	N	N	N	N	83	60	221	Y	184	53	32	400	Y	212	42	28	800	Y	337	49	12	.	Y	.	.	49	AUSTIN	008	14	10.4	135	157	.	.	57	36.3	13	8.3	8	5.1	M	 	.	BELLVILLE ISD	008901	05	KG	KG - 05	E	 	 	06	REGION 06: HUNTSVILLE
008902001	0	1	0	1	1	1	0	SEALY H S	 	N	N	N	N	N	N	N	N	N	N	N	74	60	1213	Y	899	29	17	1000	Y	292	40	30	2400	Y	959	72	60	24	Y	15.3	19.9	13.1	AUSTIN	008	112	12.3	913	845	0	0	431	51	54	6.4	62	7.3	M	 	.	SEALY ISD	008902	12	09	09 - 12	S	 	 	06	REGION 06: HUNTSVILLE
008902041	0	0	0	0	1	0	0	SEALY J H	 	N	N	N	N	N	N	N	N	N	N	N	72	60	1819	Y	1301	35	30	1400	Y	494	34	26	2400	Y	814	35	13	.	Y	.	.	34.5	AUSTIN	008	60	8.8	680	616	0	0	341	55.4	61	9.9	61	9.9	M	 	.	SEALY ISD	008902	08	06	06 - 08	M	 	 	06	REGION 06: HUNTSVILLE
008902102	0	0	0	0	0	 	 	SELMAN EL	 	N	N	N	N	N	N	N	N	N	N	N	68	60	431	Y	292	36	32	600	Y	213	38	28	800	Y	300	29	12	.	Y	.	.	28.7	AUSTIN	008	74	10.4	712	950	.	.	618	65.1	223	23.5	72	7.6	M	 	.	SEALY ISD	008902	03	EE	EE - 03	E	 	 	06	REGION 06: HUNTSVILLE
008902103	0	1	0	1	0	1	 	SELMAN INT	 	N	N	N	N	N	N	N	N	N	N	N	70	60	1161	Y	807	48	32	1200	Y	574	34	28	2000	Y	680	34	12	.	Y	.	.	34	AUSTIN	008	43	10.8	400	402	.	.	250	62.2	61	15.2	46	11.4	M	 	.	SEALY ISD	008902	05	04	04 - 05	E	 	 	06	REGION 06: HUNTSVILLE
008903001	1	1	0	1	1	0	0	BRAZOS H S	 	N	N	N	N	N	N	N	N	N	N	N	79	60	342	Y	271	32	17	600	Y	193	47	30	800	Y	376	77	60	24.1	Y	12.8	22.7	17.2	AUSTIN	008	22	9	245	236	0	0	133	56.4	13	5.5	18	7.6	M	 	.	BRAZOS ISD	008903	12	09	09 - 12	S	 	 	06	REGION 06: HUNTSVILLE
008903041	1	1	0	1	0	1	0	BRAZOS MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	82	60	482	Y	396	45	30	800	Y	356	45	26	1400	Y	629	43	13	.	Y	.	.	43	AUSTIN	008	15	8.4	179	176	0	0	91	51.7	23	13.1	12	6.8	M	 	.	BRAZOS ISD	008903	08	06	06 - 08	M	 	 	06	REGION 06: HUNTSVILLE
008903102	0	0	0	0	0	1	 	BRAZOS EL	 	N	N	N	N	N	N	N	N	N	N	N	70	60	435	Y	305	36	32	800	Y	288	35	28	1400	Y	491	36	12	.	Y	.	.	36.3	AUSTIN	008	35	10.7	327	337	.	.	226	67.1	71	21.1	23	6.8	M	 	.	BRAZOS ISD	008903	05	EE	EE - 05	E	 	 	06	REGION 06: HUNTSVILLE
008903103	 	 	 	 	 	 	 	PRAIRIE HARBOR ALTERNATIVE SCHOOL	 	N	N	N	N	N	N	N	N	N	N	Y	0	60	2	X	0	.	17	0	X	.	.	30	0	X	.	.	.	.	X	.	.	.	AUSTIN	008	86	91.5	94	50	0	0	50	100	0	0	28	56	X	 	.	BRAZOS ISD	008903	12	06	06 - 12	B	 	 	06	REGION 06: HUNTSVILLE
009901001	1	1	1	1	0	0	1	MULESHOE H S	 	N	N	N	N	N	N	N	N	N	N	N	72	60	554	Y	401	32	17	400	Y	126	48	30	800	Y	381	83	60	25	Y	25	18.5	14.1	BAILEY	009	42	11	381	354	0	0	248	70.1	21	5.9	38	10.7	M	 	.	MULESHOE ISD	009901	12	09	09 - 12	S	 	 	17	REGION 17: LUBBOCK
009901002	 	 	 	 	 	 	 	P E P	AEC OF CHOICE - DRS	Y	Y	N	N	N	N	N	N	N	N	N	.	35	7	Z	4	.	8	0	Z	.	30	13	200	Z	60	100	45	100	Z	.	.	.	BAILEY	009	15	71.4	21	19	0	0	19	100	0	0	2	10.5	Z	 	.	MULESHOE ISD	009901	12	09	09 - 12	S	 	 	17	REGION 17: LUBBOCK
009901041	1	1	1	0	0	0	0	WATSON J H	 	N	N	N	N	N	N	N	N	N	N	N	74	60	863	Y	635	36	30	1000	Y	360	39	26	2000	Y	786	33	13	.	Y	.	.	33.3	BAILEY	009	31	10.1	308	309	0	0	253	81.9	40	12.9	43	13.9	M	 	.	MULESHOE ISD	009901	08	06	06 - 08	M	 	 	17	REGION 17: LUBBOCK
009901101	0	0	0	0	0	0	 	MARY DESHAZO EL	 	N	N	N	N	N	N	N	N	N	Y	N	66	60	885	Y	583	38	32	1000	Y	380	35	28	1600	Y	558	31	12	.	Y	.	.	30.7	BAILEY	009	41	11.2	367	349	.	.	293	84	71	20.3	48	13.8	M	 	.	MULESHOE ISD	009901	05	03	03 - 05	E	 	 	17	REGION 17: LUBBOCK
